Var1_1,Var1_2,s
0.1603422,-1.331902,CC(CC1=CC=CC=C1)O
0.5690203,-1.21949,CC(CC1=O)(C)C(C(C)=C1)=CC=CC
0.3514053,-1.100831,CC(CC1=O)(C)C(C(C)=C1)=O
0.2284791,-1.138831,CC(CC1=O)(C)C(C(OCC)=C)C(C1)(C)C
0.5295719,-1.317367,CC(CC1=O)(CCCC2(C)C)C32C(C1C)C3
0.4472192,-1.295185,CC(CC=C(C)C)(C=O)C
0.3979272,-1.280648,CC(CC=O)C1=CC=CC=C1
0.4174612,-1.250336,CC(CC=O)CCC1=CC=CC=C1
0.6253057,-1.39164,CC(CCC(C)=CC=O)=C(C)C
0.452922,-1.326056,CC(CCC(C)=O)C
0.4134958,-1.220217,CC(CCC(OCC)=O)=O
0.2289141,-1.217975,CC(CCC1=CC=C2C(OCO2)=C1)=O
0.2602207,-1.260033,CC(CCC1=CC=CC=C1)=O
0.2767628,-1.303114,CC(CCC1C(C)C)=CC1=O
0.3868818,-1.257686,CC(CCC=C(C)C)=CC(O)=O
0.1928125,-1.271175,CC(CCC=C(C)C)=CC(OC)=O
0.1437019,-1.395687,CC(CCC=C(C)C)=CCCC(C)=CCOC(C)=O
0.5444977,-1.158969,CC(CCC=C(C)C)=CCCC1=CC=NC=C1
0.3909576,-1.25757,CC(CCC=C(C)C)=CCCC=O
0.4696124,-1.261905,CC(CCC=C(C)C)=CCS
0.2545749,-1.213887,CC(CCC=C(C)C)CCOC(C=C(C)C)=O
0.4279175,-1.362427,CC(CCC=C(CC)C)=CC#N
0.343888,-1.402992,CC(CCC=C(CC1)C)=CCCC(C)=C1C(C)=O
0.6447874,-1.329149,CC(CCCC(C)=O)CCC=C(C)C
0.4504072,-0.8995849,CC(CCCC(C)C)CCCC(C)CCCC(OC(C)=O)(C)C=C
0.4035594,-1.227191,CC(CCCC(C)C=O)(OC)CC
0.4114746,-1.167095,CC(CCCC(C)CC(OCC)OCC)(O)C
0.3660128,-1.330946,CC(CCCC(C=C)=C)(O)C
0.5885237,-1.219325,CC(CCCC(C=O)C)CCC=C(C)C
0.4358476,-1.271924,CC(CCCC(O)(C)C=C)(O)C
0.2444379,-1.338326,CC(CCCC1(C)C)=C1C=O
0.6067975,-1.362574,CC(CCCCCCC)=O
0.3828817,-1.353863,CC(CCCCCCCCCCCC)OCCO
0.1441853,-1.260174,CC(CCCO)(C)OC
0.1347076,-1.293576,CC(CCO)(C)OC
0.3117245,-1.506135,CC(CCO)C
0.2933752,-1.202267,CC(CCO1)CC/C=C\CCC/C=C/CC1=O
0.4447411,-1.364402,CC(CCOC(C(C)C)=O)CCC=C(C)C
0.3736678,-1.161785,CC(CCOC(C(OCC)=O)=O)CCC=C(C)C
0.4858109,-1.492251,CC(CCOC([C@@H](C)O)=O)CCC=C(C)C
0.1364863,-1.159812,CC(CC[C@@]1([H])[C@](O)(C)CC[C@H]2C(C)C)=C[C@]12[H]
0.3124591,-1.435552,CC(CO)=O
0.3186374,-1.510204,CC(CO)C
0.6666312,-1.354816,CC(CO)C1=CC(C(C)(C)C(C)C2(C)C)=C2C=C1
0.3782888,-1.289022,CC(CO)C1=CC=CC=C1
0.2615749,-1.356406,CC(CO)C1CCCCC1
0.3147937,-1.426419,CC(CO)C1CCCCCCCCCCC1
0.3525995,-1.262361,CC(CO)CCCC1=CC=CC=C1
0.2488708,-1.435753,CC(CO)O
0.4682718,-1.120071,CC(COC(C(C)C)=O)C1=CC=CC=C1
0.3683108,-1.401718,CC(COC(C)=O)C
0.4878944,-1.192034,CC(COC(C)=O)C1=CC=CC=C1
0.2095126,-1.290117,CC(COC)CC1=CC=CC=C1
0.2963909,-1.302815,CC(COCCC)OCC(C)O
0.3221367,-1.373678,CC(COCCCC)O
0.4713183,-1.294472,CC(O)(C)CC1=CC=CC=C1
0.5140181,-1.35035,CC(O)(C)CCCC(C)C=C
0.5024072,-1.361693,CC(O)(C)CCCC(C)CC
0.5005531,-1.304135,CC(O)(C)CCCC(C)CC=O
0.4239089,-1.307378,CC(O)(C)CCCC(C)CCO
0.4701116,-1.32817,CC(O)(C)[C@H]1C[C@](C2=C)([H])[C@](C)(CCC2)CC1
0.3655267,-1.444452,CC(O)=O
0.1883342,-1.387313,CC(O)C(O)=O
0.4514956,-1.302128,CC(O)C1=CC=CC=C1
0.6466834,-1.2654,CC(O)C=CC1=CC=CC=C1
0.4300514,-1.290079,CC(O)CCC1=CC=CC=C1
0.4139962,-1.164496,CC(O1)(CCCCCC)CCC1=O
0.3567351,-1.372313,CC(OC(/C=C/C)=O)C1CCCCC1
0.1449575,-1.004783,CC(OC(C)=O)(C)C1CCC(C)(OC(C)=O)CC1
0.1916343,-1.272391,CC(OC(C)=O)(C)C1CCC(C)=CC1
0.1551143,-1.106537,CC(OC(C)=O)(C)C1CCC(C)CC1
0.5015849,-1.205479,CC(OC(C)=O)C1=CC=CC=C1
0.3195505,-1.259306,CC(OC(C)=O)C1CCCCC1
0.4019373,-1.291129,CC(OC(C)=O)CCC1=CC=C(OCO2)C2=C1
0.4139846,-1.348444,CC(OC(C)=O)CCC=C(C)C
0.3172351,-1.354607,CC(OC(C)C)=O
0.3570602,-1.332229,CC(OC(C=C)CCCCC)=O
0.2524236,-1.281477,CC(OC(CC)=O)C1=CC=CC=C1
0.3341359,-1.233345,CC(OC(CCC)=O)(C)CC1=CC=CC=C1
0.4687252,-1.392709,CC(OC(CCCC)O1)CC1(C)C
0.1704712,-1.384686,CC(OC)(C)C1CCC(C)=CC1
0.2829633,-1.356416,CC(OC)(C)CCCC(C)CC=O
0.2891277,-1.366891,CC(OC/C=C(C)\CCC)=O
0.3771006,-1.454765,CC(OC1)OCC1(C2)CCC3=C2CCCC(C)3C
0.2820146,-1.165938,CC(OC1CCOCC1CCCCC)=O
0.4551942,-1.227825,CC(OC=O)(C)CC1=CC=CC=C1
0.4777717,-1.224563,CC(OC=O)(C)CCCC(C)C=C
0.1118597,-1.357831,CC(OCC(CC)C)=O
0.3021643,-1.051051,CC(OCC(COC(C)=O)OC(C)=O)=O
0.3300354,-1.391257,CC(OCC)=O
0.6980504,-1.274948,CC(OCC)OC1CCCCCCCCCCC1
0.2952087,-1.372012,CC(OCC)OCC
0.3308984,-1.226684,CC(OCC)OCCC1=CC=CC=C1
0.3056535,-1.334689,CC(OCC/C=C\CC)=O
0.2540592,-1.245666,CC(OCC1=CC=CC=C1)=O
0.3044634,-1.372474,CC(OCC=C)=O
0.1349558,-1.147595,CC(OCCC(C)CC(C)(C)C)=O
0.3563682,-1.220757,CC(OCCC)OCCC1=CC=CC=C1
0.2609818,-1.199058,CC(OCCCC1=CC=CC=C1)=O
0.3737602,-1.354875,CC(OCCCCCCCCC)=O
0.5071034,-1.326908,CC(OC[C@@H]1CCC(C)(C)[C@]23C4C[C@@H](C3)C(C)(C)C214)=O
0.472373,-1.413436,CC(S)(C)C1CCC(C)=CC1
0.2336668,-1.328549,CC(S)(C)C1CCC(C)CC1=O
0.4509191,-1.453386,CC([C@@](CC1=C(C)C)(CC1)[C@H](C)C2)=CC2=O
0.3031188,-1.445295,CC([C@]1([H])C(CC2)=O)(C)[C@H]3CC[C@]1(C2(C)C)C3
0.3140464,-1.403554,CC/C=C(C(OCC)=O)\C
0.4273745,-1.10247,CC/C=C/C=C/C=O
0.4061669,-1.227161,CC/C=C/CC(OC)=O
0.4258864,-1.244362,CC/C=C/CC(OCC)=O
0.2756833,-1.240455,CC/C=C/CCO
0.3845466,-1.210171,CC/C=C/CCOC(C(O)C)=O
0.4415526,-1.233236,CC/C=C/CCOC(C)=O
0.3437828,-0.8156059,CC/C=C\C/C=C\C/C=C\CCCCCCCC(O)=O
0.2705365,-0.9589079,CC/C=C\C/C=C\C/C=C\CCCCCCCC(OCC)=O
0.2040208,-1.077655,CC/C=C\C/C=C\CCO
0.07816886,-1.037124,CC/C=C\CC/C=C/C#N
0.358659,-1.038495,CC/C=C\CC/C=C/C=O
0.2988292,-1.338217,CC/C=C\CCCC(OC)=O
0.3486535,-1.32849,CC/C=C\CCCC=O
0.3555569,-1.35067,CC/C=C\CCCCC=O
0.2240499,-1.407259,CC/C=C\CCCCCO
0.2479392,-1.415631,CC/C=C\CCCCCOC(C)=O
0.2492111,-1.369937,CC/C=C\CCCCO
0.2662952,-1.319408,CC/C=C\CCO
0.2508345,-1.195755,CC/C=C\CCOC(/C(C)=C/C)=O
0.2858914,-1.364048,CC/C=C\CCOC(CC)=O
0.3019049,-1.344136,CC/C=C\CCOC(OC)=O
0.2566791,-1.336426,CC/C=C\CCOCC(C)=C
0.2691885,-1.353284,CC/C=C\CCOCC=CC
0.4541881,-1.27818,CC1(C(C(CC1)C(=C)C)C)O
0.474932,-1.379624,CC1(C(C(CCC1)C)C=CC(C)=O)C
0.4455258,-1.337737,CC1(C(C)=O)CC(C(CCC2)(C)C)=C2CC1C
0.534058,-1.226856,CC1(C(C2(C)C)=O)CCC2C1
0.2773266,-1.401243,CC1(C)C(/C=C(C(C)=O)\C)C(C)=CCC1
0.4664222,-1.310582,CC1(C)C(/C=C(C)/C(C)=O)=C(C)CCC1
0.4318951,-1.314296,CC1(C)C(/C=C/C(C)=O)=C(C)CCC1
0.4260139,-1.343921,CC1(C)C(/C=C/C(C)=O)=C(C)CCC1C
0.3650864,-1.349852,CC1(C)C(/C=C/C(C)=O)C(C)=CCC1
0.4113424,-1.297489,CC1(C)C(/C=C/C(C)C(C)O)CC=C1C
0.4423128,-1.329234,CC1(C)C(/C=C/C(CC)=O)=C(C)CCC1
0.4219897,-1.221297,CC1(C)C(/C=C/C(O)C)C(C)=CCC1
0.3829482,-1.295719,CC1(C)C(C(/C=C/C)=O)=C(C)C=CC1
0.3592247,-1.358396,CC1(C)C(C(/C=C/C)=O)C(C)=CCC1
0.3398578,-1.329747,CC1(C)C(C(C)=C2)CC1C2=O
0.2164876,-1.384202,CC1(C)C(C(OCC)=O)C(C)=CC=C1
0.4152772,-1.483864,CC1(C)C(C/C=C(C)/CO)CC=C1C
0.3741669,-1.305811,CC1(C)C(C/C=C(C=C)\C)O1
0.3167991,-1.289834,CC1(C)C(C2C)CC1CC2=O
0.3657981,-1.340711,CC1(C)C(C=CC(C)C(C)O)CC=C1C
0.3332306,-1.284964,CC1(C)C(C=CC(C)O)=C(C)CCC1
0.3484358,-1.379911,CC1(C)C(CC2)C3(CCCC2(C)C3)C(OC=O)C1
0.4940434,-1.313494,CC1(C)C(CC2)CCC2(C)O1
0.4101423,-1.380064,CC1(C)C(CC=C(C)C(C)=O)CC=C1C
0.4613055,-1.261536,CC1(C)C(CC=C(C)C=O)=C(C)CCC1
0.4112251,-1.389524,CC1(C)C(CC=O)CC=C1C
0.5493349,-1.315752,CC1(C)C(CCC(O)C)C(C)CCC1
0.6567543,-1.383209,CC1(C)C(CCC(O)CCC)C(C)CCC1
0.4543959,-1.463505,CC1(C)C(CCC2C)C2(C3)CC1C(C)C3=O
0.4482418,-1.574908,CC1(C)C(CCC2C)C32CC1C(C)=C(C(C)=O)C3
0.3264394,-1.509657,CC1(C)C2(CC3)C4(C(CC1)O4)CC(C)(C)C3C2
0.5143943,-1.490691,CC1(C)C2=CC=CC=C2C(C)(C3=CC=CC=C3)C1
0.259732,-1.430216,CC1(C)C2C(C)(O3)C3CC1C2
0.4286272,-1.425953,CC1(C)C2C(CC(O)(C)CC2)=CCC1
0.5033072,-1.38311,CC1(C)C2C(CCC=O)=CCC1C2
0.4072337,-1.396608,CC1(C)C2C(CCO)=CCC1C2
0.3939386,-1.433696,CC1(C)C2C(CCOC(C)=O)=CCC1C2
0.4073007,-1.356364,CC1(C)C2C(COC=O)=CCC1C2
0.4033438,-1.234077,CC1(C)C2CC1CC=C2C
0.3060152,-1.23326,CC1(C)C2CC1CC=C2CO
0.3102264,-1.285686,CC1(C)C2CC1CC=C2COC(C)=O
0.1288733,-1.275476,CC1(C)C2CC1CCC23CO3
0.3569907,-1.306074,CC1(C)C2CCC(C2)C1C#N
0.288008,-1.706224,CC1(C)C2CCC3(C2)C1=C(C(C)CO)CCC(C)3C
0.4576617,-1.341466,CC1(C)CC(C(CCC=C)=O)=CCC1
0.4813752,-1.333967,CC1(C)CC(C(CCC=C)=O)CCC1
0.5474036,-1.315955,CC1(C)CC(C)OC(CCCCC)O1
0.3384047,-1.393572,CC1(C)CC(OCC)CC(C)C1
0.1641899,-1.366494,CC1(C)CC=CC(C)=C1C(OCC)=O
0.2319885,-1.296571,CC1(C)CC=CC(C)C1C(/C=C/C)=O
0.3876725,-1.230654,CC1(C)CC=C[C@@H]([C@H]1C(OC)=O)C
0.1347673,-1.220851,CC1(C)CCC(C(C)(OCC)CCC12)C2=C
0.436161,-1.350614,CC1(C)CCC(C(C)=CC)O1
0.3904701,-1.38917,CC1(C)CCC(CCCCC)(C)C1=O
0.5539789,-1.289451,CC1(C)CCC/C(C)=C/CCC(/C=C/1)=C
0.3170773,-1.355705,CC1(C)CCC=C(C)C1/C=C/C(CC)=O
0.2922358,-1.280988,CC1(C)CCC=C(C)C1C(C2C(C)O2)=O
0.2402932,-1.357785,CC1(C)CCC=C(C)C1C=CC(CCC=C)=O
0.1966386,-1.389917,CC1(C)CCC=C(C)C1CCC(C)=O
0.1408036,-1.35652,CC1(C)CCC=C(C)C1CCC(C)C=O
0.1507582,-1.342942,CC1(C)CCC=C(CC)C1C(OCC)=O
0.4343542,-1.229465,CC1(C)CCCC(C(C)=O)C1
0.3604363,-1.360265,CC1(C)CCCC(C(C)OC=O)C1
0.2601237,-1.143817,CC1(C)CCCC(C(OC(C)=O)C)C1
0.2322818,-1.479793,CC1(C)CCCC(C)=C1CCC(C)=O
0.4304099,-1.508218,CC1(C)CCCC(C)=C1CCC(O)C
0.2562558,-1.342804,CC1(C)CCCC(C)C1=O
0.1524877,-1.1441,CC1(C)CCCC(O2)(C)C1=CC2=O
0.1472794,-1.345957,CC1(C)CCCC2(C)C1CCC3(CC)C2CCO3
0.4880621,-1.221102,CC1(C)CCC[C@@H](C)[C@@H]1/C=C\C(C)=O
0.5372985,-0.8624223,CC1(C)CCC[C@@]2(C)[C@@]1([H])CC[C@]3(CO4)[C@@H]2CC[C@]4(C)O3
0.7182611,-1.249859,CC1(C)CCC[C@@]2(C)[C@]1(CC[C@@](C)(O)[C@@H]2CC[C@](O)(C)C=C)[H]
0.3887646,-1.247011,CC1(C)CCC[C@H]([C@@H](C)O)C1
0.3395543,-1.279571,CC1(C)CCC[C@]([C@@H](OC(COC(CC)=O)(C)C)C)([H])C1
0.1463647,-1.290263,CC1(C)CCC[C@]([C@H](C)OC(CC(OCC)=O)=O)([H])C1
0.1323355,-1.245536,CC1(C)CCC[C@]([C@H](C)OC(COC(CC)=O)=O)([H])C1
0.479818,-1.179424,CC1(C)C[C@@H](O)C[C@@H](C)C1
0.2870976,-1.165302,CC1(C)O[C@@]2([C@H]3C(C)(C)[C@@]4([H])[C@@](C[C@@H]2O1)(C3)[C@H](C)CC4)C
0.48862,-1.377303,CC1(C)[C@@H](C(C[C@H](CO)C)=C)CC=C1C
0.5987414,-1.214786,CC1(C)[C@@H](C)CC[C@@H]([C@H]1CCC(O)CCC)C
0.2202668,-1.044495,CC1(C)[C@@H](C2)CC[C@@H](C)[C@@H]2S1
0.5426035,-1.378446,CC1(C)[C@@H](CC2)C[C@@]32C1=CCCC3(C)C
0.1629015,-1.254534,CC1(C)[C@@H]2C[C@H]1CC[C@@]2(O)C
0.4755475,-1.198251,CC1(C)[C@@](CC2=O)([H])[C@@](O2)(C)CCC1
0.3159703,-1.459379,CC1(C)[C@@](CC[C@]2(C)C3)([H])[C@@]3(CCC2)C=C1
0.5049294,-1.26427,CC1(C)[C@H](/C=C/C(C)=O)C(C)=CC[C@H]1C
0.4675788,-1.434224,CC1(C)[C@H](CCOC(C)=O)CC=C1C
0.05517498,-1.463389,CC1(C)[C@H](C[C@H]2[C@](C2)1C)CC(C3)C3(C)CO
0.3197477,-1.393653,CC1(C)[C@H]2C3(COC(C)(C)OC3)C(C)CC[C@H]21
0.3105619,-1.127412,CC1(C)[C@H]2CC(C)=CC[C@H]21
0.278333,-1.222589,CC1(C)[C@H]2C[C@@H]1C[C@](C=CC3=O)(CC3)[C@H]2C
0.2582404,-1.261257,CC1(C2=CC=CC=C2)CC(C)OC1
0.2166732,-1.218075,CC1(C2C1CC3C2)C3(C)C
0.173211,-1.40091,CC1(C2C1CC3C2)C3(C)CC/C=C(C)\CO
0.2726104,-1.250881,CC1(C2CC=C(C)CC2)CCC(C(O)(C)C)O1
0.3779843,-1.322196,CC1(C=C)CCC(C(C)=C)O1
0.4092579,-1.261498,CC1(C=C)CCC(C(C)C(CC=C(C)C)=O)O1
0.2873874,-1.318832,CC1(C=C)CCC(C(C)CO)O1
0.3727343,-1.259262,CC1(C=C)CCC(C(O)(C)C)O1
0.4722825,-1.334472,CC1(C=C)CCCC(C)(C)O1
0.5125558,-1.231612,CC1(C=O)CC=C(CCC=C(C)C)CC1
0.1396945,-1.440378,CC1(CC(CC(C)C)OCC1)O
0.2306958,-1.251291,CC1(CC(OCC)=O)OCCO1
0.1825429,-1.154556,CC1(CC2)CCCC2(C3(C)C4O3)C1(CC4)C
0.2318588,-1.254138,CC1(CCC(C)C)OCC=CCO1
0.3962914,-1.370743,CC1(CCCC(C)=C1C(/C=C/C)=O)C
0.587882,-1.407189,CC1(CCCC2(CCC(C)=CC2C)C1=O)C
0.1969496,-1.202886,CC1(OC(C)=O)CC(CCC)OCC1
0.3316474,-1.331332,CC1(OC(C)=O)CCC(C(C)=C)C1C
0.3355594,-1.304972,CC1(OC(C)=O)CCC(C(C)=C)CC1
0.2769952,-1.112034,CC1(OC(C)=O)CCC(C(C)C)CC1
0.5065097,-1.306692,CC1(OC(C)OC(C)C1)C2=CC=CC=C2
0.4272764,-1.485784,CC12C(CCC3C2=C)C3[C@@H](C(C)C)CC1
0.2055961,-1.126726,CC12C(O2)CC/C=C(C)/CC/C=C(C)\CC1
0.462204,-1.502191,CC12C3C1CC(C3)[C@@]2(C)CCC=C(C)C
0.2255604,-1.088403,CC12CC(OC(C)=O)CCC1C(C)(C)CCC2
0.4266234,-1.142385,CC12CCC(C(O)(C)C)CC1=C(C)CCC2
-0.004575419,-1.112174,CC12CCC(C2)C(C)(C)C1OC(C)=O
0.4792029,-1.484287,CC12CCC(CC1[C@@H](C)CCC23C)C3=C
-0.1276299,-1.266947,CC12CCC(CC2)(C3CC=C(C)C(C)3C)CO1
0.2316787,-1.325127,CC12CCCC(C)(C)C1(C=CC(C)=O)O2
0.308095,-1.143066,CC1=C(/C=C/C)C=C(C(C)C)C=C1
0.8487073,-1.344277,CC1=C(C(C)=O)C=C(C(C)(C)CC(C)C2(C)C)C2=C1
0.3646237,-1.27811,CC1=C(C)C(C)=C(C)C=C1
0.4654474,-1.325803,CC1=C(C)OC2=C1C=CC=C2
0.2264258,-1.302474,CC1=C(C=CC(=C1)C)C(C)=O
0.3329307,-1.352021,CC1=C(C=CC(=C1)CCCC)O
0.3426461,-1.203637,CC1=C(CC)N=CC=N1
0.4490678,-1.228889,CC1=C(CC=C(C)C)OC=C1
0.3829983,-1.296543,CC1=C(CCO)C=CC=C1
0.3055991,-1.145877,CC1=C(CCO)SC=N1
0.3031062,-1.297201,CC1=C(O)C(C(OC)=O)=CC=C1
0.5608075,-1.505844,CC1=C2C(C=C1)=C(C)C=CC(CC)=C2
0.5117717,-1.527415,CC1=C2CCC(C)=C[C@]2([H])C(C)(C)CCC1
0.1168225,-1.159867,CC1=C2CCC(C)CC2OC1=O
0.3120721,-1.373285,CC1=C2[C@@](CC1)(C3(C)C)[C@H](C)CC[C@@H]3C2
0.5256394,-1.003453,CC1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1
0.2376222,-1.230832,CC1=CC(C(C)(C)C)=CC(C)=C1C(C)=O
0.3654801,-1.413967,CC1=CC(C)=CC2=C1C=CC=C2
0.2282321,-1.297823,CC1=CC(C)=CC=C1COC(C)=O
0.6939029,-1.02206,CC1=CC(C)C(C)C(C(C)=O)C1
0.5818313,-1.171887,CC1=CC(C)C(C=O)C(C)C1
0.4518709,-1.267861,CC1=CC(C)C(C=O)CC1
0.3119166,-1.262772,CC1=CC(C)C2(C(OC)OCCC2)CC1
0.3125206,-1.292908,CC1=CC(CC(C)(CO)C2)=C2C=C1
0.4433072,-1.143401,CC1=CC(O)=C(C(C)C)C=C1
0.2845455,-1.223912,CC1=CC(OC)=C(OC(C)=O)C=C1
0.2353133,-1.220513,CC1=CC(OC)=CC(OC)=C1
0.3224252,-1.286064,CC1=CC(OCC1)C2=CC=CC=C2
0.3745192,-1.266476,CC1=CC(OCC2=O)=C(OC2)C=C1
0.2300827,-1.220775,CC1=CC2(CCCCC2)OCC1
0.61645,-1.489295,CC1=CC2=C(C(C)(C)C(C)C2(C)C)C=C1C(C)=O
0.2719385,-1.247686,CC1=CC2=C(C=C1)N=CC=C2
0.3121327,-1.287266,CC1=CC2=C(O1)C=CC=C2
0.4694109,-1.226263,CC1=CC=C(C(C)(C)C)C(O)=C1
0.565195,-1.207221,CC1=CC=C(C(C)(O)C)C=C1
0.5119205,-1.21857,CC1=CC=C(C(C)=O)C=C1
0.2300164,-1.17754,CC1=CC=C(C(C)C)C(OC)=C1
0.3707912,-1.162585,CC1=CC=C(C(C)C)C=C1
0.222468,-1.332984,CC1=CC=C(C(C)C)C=C1OC
0.4721099,-1.203755,CC1=CC=C(C(O)C)C=C1
0.4003516,-1.245306,CC1=CC=C(C(OC)=O)C=C1
0.2577229,-1.241698,CC1=CC=C(C(OCC)=O)C(C)(C)C1
0.4510499,-1.265151,CC1=CC=C(C=O)C=C1
0.1961059,-1.312746,CC1=CC=C(C=O)O1
0.5333763,-1.166309,CC1=CC=C(CC(C=O)C)C=C1
0.4341501,-1.333177,CC1=CC=C(CC(OC)OC)C=C1
0.467811,-1.262096,CC1=CC=C(CC=O)C=C1
0.3856133,-1.215633,CC1=CC=C(O)C(C(C)(C)C)=C1
0.4396545,-1.289287,CC1=CC=C(O)C=C1
0.3640288,-1.28287,CC1=CC=C(O)C=C1O
0.3877031,-1.275028,CC1=CC=C(OC(C)=O)C=C1
0.3578369,-1.214119,CC1=CC=C(OC(CC(C)C)=O)C=C1
0.3250744,-1.221762,CC1=CC=C(OCC(OCC)=O)C=C1
0.3612283,-1.249343,CC1=CC=C(OCCO)C=C1
0.2112024,-1.296109,CC1=CC=CC(C)=C1O
0.1972042,-1.285762,CC1=CC=CC(CC(C)(C)CO)=C1
0.3038873,-1.33355,CC1=CC=CC(O)=C1
0.3241321,-1.390516,CC1=CC=CC(O)=C1C
0.3057199,-1.279516,CC1=CC=CC(OC)=C1
0.2725051,-1.544285,CC1=CC=CC2=C1C=CC=C2
0.294039,-1.319476,CC1=CC=CC=C1
0.3185283,-1.230507,CC1=CCC(C(C)(C)O)CC1
0.457172,-1.154691,CC1=CCC(C(C)=O)(C)CC1
0.4824619,-1.208115,CC1=CCC(C(C)=O)CC1
0.4384255,-1.249354,CC1=CCC(C(C)C)=CC2C1CCC2C
0.4845635,-1.215976,CC1=CCC(C(C)C=O)CC1
0.4424201,-1.124786,CC1=CCC(C(CCC=C(C)C)(O)C)CC1
0.385291,-1.169637,CC1=CCC(C(CCC=C(C)C)=C)CC1
0.4134599,-1.36404,CC1=CCC(CC=C(CO)CC)C1(C)C
0.4226103,-1.373979,CC1=CCC(CCC(C)C(C)O)C1(C)C
0.5618566,-1.259376,CC1=CCC2(C(C)C1)C(OC(C)=O)C(CCC2)(C)C
0.3108764,-1.332209,CC1=CCC2CC1C2(C)CC/C=C(/C)\CO
0.2049104,-1.327251,CC1=CCCC(C)(C)C1C(OC)=O
0.4699721,-1.3962,CC1=CCCC(C)=CCCC(O)C(C)=CC1
0.5297763,-1.218796,CC1=CCCC2(C)C1(CCC(C)C2OC=O)C
0.3363088,-1.318063,CC1=CCCC=C1
0.1343623,-1.240932,CC1=CCOC(C=C(C)C)C1
0.4933943,-1.57558,CC1=CC[C@@H](/C(C)=C\CC=C(C)C)CC1
0.524123,-1.446106,CC1=CC[C@@H](C1(C)C)CCC(C)C(C)=O
0.6513369,-1.369243,CC1=CC[C@@H]([C@](OC2(C)C)(C)CCC2=O)CC1
0.7756957,-1.431447,CC1=CC[C@H](/C=C/C(C)(C)C(C)O)C1(C)C
0.3919619,-1.391393,CC1=CC[C@H](C(C)=C)CC1
0.2394583,-1.243242,CC1=CC[C@H](C(C)=C)CC1=O
0.2590061,-1.183182,CC1=CC[C@H](C(C)=C)C[C@@H]1O
0.1703817,-1.107505,CC1=CC[C@H](C(C)=C)C[C@H]1O
0.4454719,-1.500782,CC1=CC[C@H](CC1)C(CC/C=C(C)\C=O)=C
0.4326173,-1.394717,CC1=CC[C@H](CC1)C(CC/C=C(CO)/C)=C
0.2612877,-1.278346,CC1=CC[C@H]([C@@H](C)CCC=C(C)C)C=C1
0.3411711,-1.313246,CC1=CC[C@H]([C@H](C)CCO)CC1
0.3421806,-1.323712,CC1=CC[C@H]2[C@@]3(C)[C@@H]1[C@]2([H])C(C)(C)CCC3
0.267837,-1.252476,CC1=CN=CC=N1
0.3134238,-1.458194,CC1=CNC2=C1C=CC=C2
0.2332483,-1.338909,CC1=COC2=C1CCC(C)C2
0.5331719,-1.172577,CC1=CSC(C(C)C)=N1
0.3694368,-1.218023,CC1=C[C@@H](C)[C@@H](CO)CC1
0.4516623,-1.3351,CC1=C[C@@H]2CC(C=O)[C@H]1CC2C(C)C
-0.01130913,-1.133842,CC1=C[C@@H]2CC([C@H]1C[C@@H]2C(C)C)C3OCCO3
0.5506508,-1.558303,CC1=C[C@@](C(C)(C)CCC=C2C)([H])[C@@]2([H])CC1
0.3657533,-1.262756,CC1=C[C@H](C)[C@@]2([H])[C@@](CCC(C)(C)[C@H]2O)([H])C1
0.2148194,-1.228522,CC1=C[C@H](C)[C@H](CO)[C@@H](C)C1
0.3584886,-1.348661,CC1=C[C@H](O)[C@@H]2C(C)(C)[C@H]1C2
